id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
64626,PAK-2013-1-X2917-0,2013,False,Clear,1,404,404,Pakistan: Government,10961,10961,Government of Pakistan - IMU,142,142,Government of Pakistan,359,359,IMU,4,"""Agence France Presse,2013-05-12,Suicide bomb kills six in southwest Pakistan: officials"";""BBC Monitoring South Asia,2013-05-13,Five killed, 68 injured in suicide attack in Pakistan's Quetta"";""Press Trust of India,2013-05-14,IMU claims responsibility for suicide bombing in Quetta"";""BBC Monitoring South Asia,2013-05-15,Uzbek group reportedly admits suicide blast on security men in Pakistan's Quetta""",Agence France Presse;BBC Monitoring South Asia;Press Trust of India;BBC Monitoring South Asia,2013-05-12;2013-05-13;2013-05-14;2013-05-15,"Suicide bomb kills six in southwest Pakistan: officials;Five killed, 68 injured in suicide attack in Pakistan's Quetta;IMU claims responsibility for suicide bombing in Quetta;Uzbek group reportedly admits suicide blast on security men in Pakistan's Quetta",Officials,1,Quetta Town,Quetta,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,05/12/2013 00:00:00,05/12/2013 00:00:00,5,1,3,2,11,11,11,
64633,PAK-2013-1-768-75,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Press Trust of India,2013-05-14,Two militants killed in Pak""",Press Trust of India,2013-05-14,Two militants killed in Pak,Officials,1,Badaber Village,Badabher,Khyber Pakhtunkwa Province,Peshawar District,33.957778,71.573611,POINT (71.573611 33.957778),178344,Pakistan,770,Asia,1,1,05/14/2013 00:00:00,05/14/2013 00:00:00,0,2,0,0,2,2,2,
64655,PAK-2013-1-768-77,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Press Trust of India,2013-05-20,1 killed in attack on team of polio vaccinators in Pak"";""BBC Monitoring South Asia,2013-05-21,Programme summary of Pakistan's AVT Khyber News 1200 gmt 20 May 13""",Press Trust of India;BBC Monitoring South Asia,2013-05-20;2013-05-21,1 killed in attack on team of polio vaccinators in Pak;Programme summary of Pakistan's AVT Khyber News 1200 gmt 20 May 13,Officials,1,Mamund Town,Mamund,Federally Administered Tribal Areas,Bajaur Agency,34.814722,71.421667,POINT (71.421667 34.814722),179783,Pakistan,770,Asia,1,1,05/20/2013 00:00:00,05/20/2013 00:00:00,1,0,0,0,1,1,1,
64659,PAK-2013-1-768-78,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-22,Programme summary of Pakistan's AVT Khyber News 1200 gmt 21 May 13""",BBC Monitoring South Asia,2013-05-22,Programme summary of Pakistan's AVT Khyber News 1200 gmt 21 May 13,AVT Khyber News,2,Jandola Town,Jandola,Federally Administered Tribal Areas,FR Tank - Jandola,32.333056,70.114444,POINT (70.114444 32.333056),176181,Pakistan,770,Asia,1,1,05/21/2013 00:00:00,05/21/2013 00:00:00,2,0,0,0,2,2,2,
64660,PAK-2013-1-768-81,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,4,"""Agence France Presse,2013-05-23,Bomb kills at least two in southwest Pakistan: police"";""Agence France Presse,2013-05-23,Bomb kills 12 in southwest Pakistan: police"";""Reuters News,2013-05-23,UPDATE 1-Taliban claim bomb in southwest Pakistan that kills 13"";""BBC Monitoring South Asia,2013-05-23,Police arrest five over Pakistan's Quetta blast""",Agence France Presse;Agence France Presse;Reuters News;BBC Monitoring South Asia,2013-05-23;2013-05-23;2013-05-23;2013-05-23,Bomb kills at least two in southwest Pakistan: police;Bomb kills 12 in southwest Pakistan: police;UPDATE 1-Taliban claim bomb in southwest Pakistan that kills 13;Police arrest five over Pakistan's Quetta blast,Police,1,Quetta Town,Quetta,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,05/23/2013 00:00:00,05/23/2013 00:00:00,12,0,0,1,13,13,13,
64663,PAK-2013-1-768-79,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-23,Two security personnel killed in clashes with militants in northwest Pakistan""",BBC Monitoring South Asia,2013-05-23,Two security personnel killed in clashes with militants in northwest Pakistan,Dawn Website,2,Zara Mela Town,Zara Mella area of Parachamkani in Kurram Agency of FATA.,Federally Administered Tribal Areas,Kurram Agency,33.594202,70.682141,POINT (70.682141 33.594202),178342,Pakistan,770,Asia,1,1,05/23/2013 00:00:00,05/23/2013 00:00:00,4,5,0,0,9,9,9,
64664,PAK-2013-1-768-80,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-23,Two security personnel killed in clashes with militants in northwest Pakistan""",BBC Monitoring South Asia,2013-05-23,Two security personnel killed in clashes with militants in northwest Pakistan,Dawn Website,3,Kurram Agency,Central Kurram,Federally Administered Tribal Areas,Kurram Agency,33.710172,70.340096,POINT (70.340096 33.710172),178341,Pakistan,770,Asia,1,1,05/23/2013 00:00:00,05/23/2013 00:00:00,0,15,0,0,15,15,15,
64665,PAK-2013-1-768-82,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-24,Four soldiers, 20 militants killed in clashes in northwest Pakistan - report""",BBC Monitoring South Asia,2013-05-24,"Four soldiers, 20 militants killed in clashes in northwest Pakistan - report",The Nation (Pakistani Newspaper),3,Hangu District,Bara Chammi,Khyber Pakhtunkwa Province,Hangu District,33.531085,71.059340,POINT (71.059340 33.531085),178343,Pakistan,770,Asia,1,1,05/24/2013 00:00:00,05/24/2013 00:00:00,4,20,0,0,24,24,24,
64669,PAK-2013-3-1199-67,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,1,"""Agence France Presse,2013-05-24,Three dead in northwest Pakistan suicide attack""",Agence France Presse,2013-05-24,Three dead in northwest Pakistan suicide attack,Officials,1,Faqirabad Town,"Faqeerabad, Peshawar",Khyber Pakhtunkwa Province,Peshawar District,34.017120,71.533786,POINT (71.533786 34.017120),179064,Pakistan,770,Asia,1,1,05/24/2013 00:00:00,05/24/2013 00:00:00,0,0,0,3,3,3,3,
64671,PAK-2013-1-768-83,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Press Trust of India,2013-05-25,7 policemen killed in militants' attack in northwest Pakistan"";""Agence France Presse,2013-05-25,Gunmen kill seven police in NW Pakistan: officials""",Press Trust of India;Agence France Presse,2013-05-25;2013-05-25,7 policemen killed in militants' attack in northwest Pakistan;Gunmen kill seven police in NW Pakistan: officials,Officials,1,Mattani Town,"Mattani, Peshawar",Khyber Pakhtunkwa Province,Peshawar District,33.797931,71.560230,POINT (71.560230 33.797931),178344,Pakistan,770,Asia,1,1,05/25/2013 00:00:00,05/25/2013 00:00:00,7,0,0,0,7,7,7,
64674,PAK-2013-1-768-84,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-25,Four militants killed in air strike in northwest Pakistan""",BBC Monitoring South Asia,2013-05-25,Four militants killed in air strike in northwest Pakistan,Dawn Website,2,Tirah Valley,Tirah Valley,Federally Administered Tribal Areas,Khyber Agency,33.812500,70.676944,POINT (70.676944 33.812500),178342,Pakistan,770,Asia,1,1,05/25/2013 00:00:00,05/25/2013 00:00:00,0,4,0,0,4,4,4,
64676,PAK-2013-1-768-85,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Agence France Presse,2013-05-27,Bomb kills five police in northwest Pakistan""",Agence France Presse,2013-05-27,Bomb kills five police in northwest Pakistan,Police,3,Peshawar District,"Shangla, Peshawar",Khyber Pakhtunkwa Province,Peshawar District,33.985119,71.557837,POINT (71.557837 33.985119),178344,Pakistan,770,Asia,1,1,05/27/2013 00:00:00,05/27/2013 00:00:00,5,0,0,0,5,5,5,
64683,PAK-2013-3-1199-46,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,2,"""Press Trust of India,2013-05-28,Shia lawyer, 2 sons killed in Karachi"";""BBC Monitoring South Asia,2013-06-15,Police arrest Pakistan Taleban man in Sindh High Court advocate killing case""",Press Trust of India;BBC Monitoring South Asia,2013-05-28;2013-06-15,"Shia lawyer, 2 sons killed in Karachi;Police arrest Pakistan Taleban man in Sindh High Court advocate killing case",Police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,05/28/2013 00:00:00,05/28/2013 00:00:00,0,0,3,0,3,3,3,
64686,PAK-2013-3-1199-44,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,3,"""Agence France Presse,2013-05-28,Gunmen kill polio worker in Pakistan: officials"";""Press Trust of India,2013-05-28,Gunmen kill woman polio worker in Pak, WHO suspends campaign"";""BBC Monitoring South Asia,2013-05-28,More on female polio worker killed in attack on team in northwest Pakistan""",Agence France Presse;Press Trust of India;BBC Monitoring South Asia,2013-05-28;2013-05-28;2013-05-28,"Gunmen kill polio worker in Pakistan: officials;Gunmen kill woman polio worker in Pak, WHO suspends campaign;More on female polio worker killed in attack on team in northwest Pakistan",Police,1,Badaber Village,"Badabher, Peshawar",Khyber Pakhtunkwa Province,Peshawar District,33.957778,71.573611,POINT (71.573611 33.957778),178344,Pakistan,770,Asia,1,1,05/28/2013 00:00:00,05/28/2013 00:00:00,0,0,2,0,2,2,2,
64687,PAK-2013-1-768-86,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-28,Programme summary of Pakistan's AVT Khyber News 1600 gmt 25 May 13""",BBC Monitoring South Asia,2013-05-28,Programme summary of Pakistan's AVT Khyber News 1600 gmt 25 May 13,AVT Khyber News,2,Maidan Valley,Maidan,Khyber Pakhtunkwa Province,Lower Dir District,34.962705,71.826930,POINT (71.826930 34.962705),179784,Pakistan,770,Asia,1,1,05/25/2013 00:00:00,05/25/2013 00:00:00,0,8,0,0,8,8,8,
64691,PAK-2013-1-768-87,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-29,Fighter jets kill eight militants in Pakistan's Kurram tribal area""",BBC Monitoring South Asia,2013-05-29,Fighter jets kill eight militants in Pakistan's Kurram tribal area,Radio Pakistan,1,Zara Mela Town,"Zara Mela, Para Chamkanni",Federally Administered Tribal Areas,Kurram Agency,33.594202,70.682141,POINT (70.682141 33.594202),178342,Pakistan,770,Asia,1,1,05/28/2013 00:00:00,05/28/2013 00:00:00,0,8,0,0,8,8,8,
64710,PAK-2013-1-768-88,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-05-30,Programme summary of Pakistan's AVT Khyber News 1600 gmt 27 May 13""",BBC Monitoring South Asia,2013-05-30,Programme summary of Pakistan's AVT Khyber News 1600 gmt 27 May 13,AVT Khyber News,2,Tirah Valley,Tirah Valley,Federally Administered Tribal Areas,Khyber Agency,33.812500,70.676944,POINT (70.676944 33.812500),178342,Pakistan,770,Asia,1,1,05/27/2013 00:00:00,05/27/2013 00:00:00,0,2,0,0,2,2,2,
64717,PAK-2013-1-768-89,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""BBC Monitoring South Asia,2013-05-31,Programme summary of Pakistan's AVT Khyber News 1200 gmt 30 May 13"";""Agence France Presse,2013-05-31,19 militants, three soldiers die in Pakistan clashes""",BBC Monitoring South Asia;Agence France Presse,2013-05-31;2013-05-31,"Programme summary of Pakistan's AVT Khyber News 1200 gmt 30 May 13;19 militants, three soldiers die in Pakistan clashes",AVT Khyber News,1,Parachamkani Town,"Para Chamkani, Sadda",Federally Administered Tribal Areas,Kurram Agency,33.900000,70.286111,POINT (70.286111 33.900000),178341,Pakistan,770,Asia,1,1,05/30/2013 00:00:00,05/30/2013 00:00:00,3,19,0,0,22,22,22,
64719,PAK-2013-1-768-90,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""BBC Monitoring South Asia,2013-06-01,Programme summary of Pakistan's AVT Khyber News 1200 gmt 31 May 13"";""SATP,2014-01-01,Major incidents of Terrorism-related violence in Pakistan - 2013""",BBC Monitoring South Asia;SATP,2013-06-01;2014-01-01,Programme summary of Pakistan's AVT Khyber News 1200 gmt 31 May 13;Major incidents of Terrorism-related violence in Pakistan - 2013,AVT Khyber News,3,Orakzai Agency,Orakzai,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,05/31/2013 00:00:00,05/31/2013 00:00:00,5,20,0,0,25,39,25,
64726,PAK-2013-1-768-92,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Associated Press Newswires,2013-06-03,Police say gunmen kill newly elected provincial lawmaker in volatile northwest Pakistan""",Associated Press Newswires,2013-06-03,Police say gunmen kill newly elected provincial lawmaker in volatile northwest Pakistan,Police,1,Hangu Town,Hangu,Khyber Pakhtunkwa Province,Hangu District,33.530000,71.060000,POINT (71.060000 33.530000),178343,Pakistan,770,Asia,1,1,06/03/2013 00:00:00,06/03/2013 00:00:00,1,0,0,1,2,2,2,
64729,PAK-2013-1-639-3,2013,True,Clear,1,325,325,Pakistan: Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,1,"""BBC Monitoring South Asia,2013-06-04,Two security personnel killed in bomb attack in Pakistan's Balochistan""",BBC Monitoring South Asia,2013-06-04,Two security personnel killed in bomb attack in Pakistan's Balochistan,Dawn Website,2,Ispelinji area,Ispelengi,Balochistan Province,Mastung District,29.599080,67.098880,POINT (67.098880 29.599080),172575,Pakistan,770,Asia,1,1,06/03/2013 00:00:00,06/03/2013 00:00:00,2,0,0,0,2,2,2,
64735,PAK-2013-1-768-93,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,3,"""BBC Monitoring South Asia,2013-06-06,Two alleged attackers killed by security forces in Pakistan's Balochistan"";""Press Trust of India,2013-06-06,2 militants blow themselves up in Pakistan's Quetta"";""Agence France Presse,2013-06-06,Three militants, two women killed in SW Pakistan: officials""",BBC Monitoring South Asia;Press Trust of India;Agence France Presse,2013-06-06;2013-06-06;2013-06-06,"Two alleged attackers killed by security forces in Pakistan's Balochistan;2 militants blow themselves up in Pakistan's Quetta;Three militants, two women killed in SW Pakistan: officials",Geo News,1,Quetta Town,Quetta,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,06/05/2013 00:00:00,06/05/2013 00:00:00,0,3,0,2,5,5,5,
64739,PAK-2013-1-768-94,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""Associated Press Newswires,2013-06-06,Roadside bomb kills 3 policemen in northwest Pakistan""",Associated Press Newswires,2013-06-06,Roadside bomb kills 3 policemen in northwest Pakistan,Police,1,Peshawar Town,Peshawar,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,06/06/2013 00:00:00,06/06/2013 00:00:00,0,0,0,3,3,3,3,
64741,PAK-2013-1-768-95,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,3,"""Press Trust of India,2013-06-09,Bomb kills three security personnel in Pak"";""Agence France Presse,2013-06-09,Bomb kills three Pakistani soldiers: officials"";""BBC Monitoring South Asia,2013-06-10,Programme summary of Pakistan's AVT Khyber News 1600 gmt 9 Jun 13""",Press Trust of India;Agence France Presse;BBC Monitoring South Asia,2013-06-09;2013-06-09;2013-06-10,Bomb kills three security personnel in Pak;Bomb kills three Pakistani soldiers: officials;Programme summary of Pakistan's AVT Khyber News 1600 gmt 9 Jun 13,Officials,1,Miranshah Town,Miranshah,Federally Administered Tribal Areas,North Waziristan,33.008611,70.069722,POINT (70.069722 33.008611),177621,Pakistan,770,Asia,1,1,06/09/2013 00:00:00,06/09/2013 00:00:00,6,0,0,0,6,6,6,
64743,PAK-2013-1-768-96,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Press Trust of India,2013-06-09,35 militants, 1 soldier killed in Pak clashes"";""BBC Monitoring South Asia,2013-06-09,Security forces make ""significant gains"" during operation in northwest Pakistan""",Press Trust of India;BBC Monitoring South Asia,2013-06-09;2013-06-09,"35 militants, 1 soldier killed in Pak clashes;Security forces make ""significant gains"" during operation in northwest Pakistan",Military,2,Maidan Valley,Maidan,Khyber Pakhtunkwa Province,Lower Dir District,34.962705,71.826930,POINT (71.826930 34.962705),179784,Pakistan,770,Asia,2,2,06/08/2013 00:00:00,06/09/2013 00:00:00,1,35,0,0,36,36,36,
64746,PAK-2013-1-768-97,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Press Trust of India,2013-06-12,Pak Army officer killed in IED blast"";""BBC Monitoring South Asia,2013-06-13,Pakistan army officer killed in tribal area blast""",Press Trust of India;BBC Monitoring South Asia,2013-06-12;2013-06-13,Pak Army officer killed in IED blast;Pakistan army officer killed in tribal area blast,Military,3,Khyber Agency,Gulbai,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,06/12/2013 00:00:00,06/12/2013 00:00:00,1,0,0,0,1,1,1,
64748,PAK-2013-1-639-4,2013,True,Clear,1,325,325,Pakistan: Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,3,"""BBC Monitoring South Asia,2013-06-15,Policeman killed in rocket attacks on Pakistan founder residency"";""Agence France Presse,2013-06-15,Militants blow up historic Pakistan building: officials"";""Press Trust of India,2013-06-17,Militant activities within Pakistan not jihad: Hafiz Saeed""",BBC Monitoring South Asia;Agence France Presse;Press Trust of India,2013-06-15;2013-06-15;2013-06-17,Policeman killed in rocket attacks on Pakistan founder residency;Militants blow up historic Pakistan building: officials;Militant activities within Pakistan not jihad: Hafiz Saeed,The News (Pakistani Newspaper),1,Quetta Town,Quetta,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,06/15/2013 00:00:00,06/15/2013 00:00:00,1,0,0,0,1,1,1,
64750,PAK-2013-3-1232-4,2013,True,Clear,3,388,540,LeJ - Civilians,388,1007,LeJ - Civilians,388,388,LeJ,9999,1,Civilians,6,"""Agence France Presse,2013-06-15,11 dead in Pakistan women university bus bomb blast: Officials"";""Press Trust of India,2013-06-15,Militants target women's college bus;gunmen take over hospital"";""Agence France Presse,2013-06-15,23 dead in southwest Pakistan bombings: officials"";""Agence France Presse,2013-06-15,23 dead in southwest Pakistan bombings: officials"";""Agence France Presse,2013-06-15,Double attack in Pakistan kills 25: officials"";""BBC Monitoring South Asia,2013-06-16,Death toll rises to 30 in Pakistan's Quetta terror attacks""",Agence France Presse;Press Trust of India;Agence France Presse;Agence France Presse;Agence France Presse;BBC Monitoring South Asia,2013-06-15;2013-06-15;2013-06-15;2013-06-15;2013-06-15;2013-06-16,11 dead in Pakistan women university bus bomb blast: Officials;Militants target women's college bus;gunmen take over hospital;23 dead in southwest Pakistan bombings: officials;23 dead in southwest Pakistan bombings: officials;Double attack in Pakistan kills 25: officials;Death toll rises to 30 in Pakistan's Quetta terror attacks,Officials,1,Quetta Town,Quetta,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,06/15/2013 00:00:00,06/15/2013 00:00:00,0,0,18,12,30,30,30,
64752,PAK-2013-3-1199-47,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,1,"""Press Trust of India,2013-06-16,Militants kill 2 polio vaccinators in Pakistan""",Press Trust of India,2013-06-16,Militants kill 2 polio vaccinators in Pakistan,Officials,3,Swabi District,Swabi,Khyber Pakhtunkwa Province,Swabi District,34.141325,72.476645,POINT (72.476645 34.141325),179065,Pakistan,770,Asia,1,1,06/16/2013 00:00:00,06/16/2013 00:00:00,0,0,2,0,2,2,2,
64759,PAK-2013-1-768-112,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,8,"""Agence France Presse,2013-06-18,Pakistan funeral bomb kills 10, including MP: police"";""Agence France Presse,2013-06-18,Pakistan funeral bomb kills 10, including MP: police"";""Press Trust of India,2013-06-18,Suicide bomber strikes during funeral in Pak; 20 killed"";""Agence France Presse,2013-06-18,Pakistan funeral bomb death toll rises to 27: police"";""Reuters News,2013-06-18,Suicide bomber kills 30 at funeral in Pakistan"";""Agence France Presse,2013-06-19,Militants kill six soldiers in NW Pakistan: officials"";""BBC Monitoring South Asia,2013-06-20,Northwest Pakistan announces all-party meeting to strategize Taleban talks"";""BBC Monitoring South Asia,2013-07-18,Programme summary of Pakistan's AVT Khyber News 1600 gmt 17 Jul 13""",Agence France Presse;Agence France Presse;Press Trust of India;Agence France Presse;Reuters News;Agence France Presse;BBC Monitoring South Asia;BBC Monitoring South Asia,2013-06-18;2013-06-18;2013-06-18;2013-06-18;2013-06-18;2013-06-19;2013-06-20;2013-07-18,"Pakistan funeral bomb kills 10, including MP: police;Pakistan funeral bomb kills 10, including MP: police;Suicide bomber strikes during funeral in Pak; 20 killed;Pakistan funeral bomb death toll rises to 27: police;Suicide bomber kills 30 at funeral in Pakistan;Militants kill six soldiers in NW Pakistan: officials;Northwest Pakistan announces all-party meeting to strategize Taleban talks;Programme summary of Pakistan's AVT Khyber News 1600 gmt 17 Jul 13",Police,1,Shergarh Town,Shergarh,Khyber Pakhtunkwa Province,Mardan District,34.166770,71.884684,POINT (71.884684 34.166770),179064,Pakistan,770,Asia,1,1,06/18/2013 00:00:00,06/18/2013 00:00:00,1,0,0,34,35,35,35,
64801,PAK-2013-1-768-98,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,2,"""Agence France Presse,2013-06-19,Militants kill six soldiers in NW Pakistan: officials"";""Press Trust of India,2013-06-20,Militants kill 6 soldiers in northwest Pakistan""",Agence France Presse;Press Trust of India,2013-06-19;2013-06-20,Militants kill six soldiers in NW Pakistan: officials;Militants kill 6 soldiers in northwest Pakistan,Military,1,Mattani Town,Matani,Khyber Pakhtunkwa Province,Peshawar District,33.797931,71.560230,POINT (71.560230 33.797931),178344,Pakistan,770,Asia,1,1,06/19/2013 00:00:00,06/19/2013 00:00:00,6,5,0,0,11,11,11,
64809,PAK-2013-3-1199-68,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,2,"""Agence France Presse,2013-06-21,Bomb kills two at Pakistan Shiite mosque: officials"";""Associated Press Newswires,2013-06-21,Militants attack Shiite Muslim mosque in northwest Pakistan, killing 15 people""",Agence France Presse;Associated Press Newswires,2013-06-21;2013-06-21,"Bomb kills two at Pakistan Shiite mosque: officials;Militants attack Shiite Muslim mosque in northwest Pakistan, killing 15 people",Officials,1,Peshawar Town,Peshawar,Khyber Pakhtunkwa Province,Peshawar District,34.016667,71.583333,POINT (71.583333 34.016667),179064,Pakistan,770,Asia,1,1,06/21/2013 00:00:00,06/21/2013 00:00:00,0,0,15,0,15,15,15,
64810,PAK-2013-3-1199-48,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,2,"""Agence France Presse,2013-06-21,Pakistani lawmaker shot dead in Karachi: officials"";""Press Trust of India,2013-06-21,Pak legislator, son shot dead in Karachi""",Agence France Presse;Press Trust of India,2013-06-21;2013-06-21,"Pakistani lawmaker shot dead in Karachi: officials;Pak legislator, son shot dead in Karachi",Officials,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,06/21/2013 00:00:00,06/21/2013 00:00:00,0,0,3,0,3,3,3,
64821,PAK-2013-3-1199-49,2013,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,6,"""Agence France Presse,2013-06-23,Gunmen kill 10 foreign tourists in Pakistan: officials"";""Agence France Presse,2013-06-23,At least 9 foreign tourists killed in Pakistan: police"";""Agence France Presse,2013-06-23,Gunmen kill nine foreign tourists in Pakistan: police"";""Press Trust of India,2013-06-23,Pakistan condemns terrorist attack on foreign tourists"";""Reuters News,2013-06-23,UPDATE 5-Gunmen kill 9 foreign tourists, two locals in northern Pakistan"";""Agence France Presse,2013-06-24,10 foreign victims identified after Pakistan attack""",Agence France Presse;Agence France Presse;Agence France Presse;Press Trust of India;Reuters News;Agence France Presse,2013-06-23;2013-06-23;2013-06-23;2013-06-23;2013-06-23;2013-06-24,"Gunmen kill 10 foreign tourists in Pakistan: officials;At least 9 foreign tourists killed in Pakistan: police;Gunmen kill nine foreign tourists in Pakistan: police;Pakistan condemns terrorist attack on foreign tourists;UPDATE 5-Gunmen kill 9 foreign tourists, two locals in northern Pakistan;10 foreign victims identified after Pakistan attack",State TV,2,Nanga Parbat Area,Nanga Parbat,Gilgit-Baltistan,Diamer District,35.237000,74.589815,POINT (74.589815 35.237000),180510,Pakistan,770,Asia,1,1,06/23/2013 00:00:00,06/23/2013 00:00:00,0,0,10,0,10,10,10,
64822,PAK-2013-1-768-99,2013,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,1,"""BBC Monitoring South Asia,2013-06-23,Pakistan Five militants killed in northwest air strike""",BBC Monitoring South Asia,2013-06-23,Pakistan Five militants killed in northwest air strike,Dawn Website,2,Darra Adam Khel Town,"Akkakhel, Darra Adamkhel",Federally Administered Tribal Areas,FR Kohat,33.693980,71.495319,POINT (71.495319 33.693980),178343,Pakistan,770,Asia,1,1,06/22/2013 00:00:00,06/22/2013 00:00:00,0,5,0,0,5,5,5,
